,battery_id,battery_formula,framework_formula,formula_charge,formula_discharge,average_voltage,capacity_grav,capacity_vol,energy_grav,energy_vol,id_charge,id_discharge
100,mp-768451_Li,Li0-3Cu2(SO4)3,Cu2(SO4)3,Cu2(SO4)3,Li3Cu2(SO4)3,4.024735674999997,184.37039027516374,543.573733800552,742.042087154124,2187.740598420033,mp-768451,mp-778458
101,mp-755327_Li,Li0-1Cr3(FeO4)2,Cr3(FeO4)2,Cr3(FeO4)2,LiCr3(FeO4)2,4.719650003333332,66.56859389158585,291.31386387806737,314.1804643823184,1374.8994786231665,mp-756710,mp-755327
102,mp-806951_Li,Li0-1VFeP2(O4F)2,VFeP2(O4F)2,VFeP2(O4F)2,LiVFeP2(O4F)2,0.6175924833333303,78.44327594028191,248.14919851397264,48.44597758876038,153.2550797474199,mp-806996,mp-806951
103,mp-774722_Li,Li0-1La20Cu9O40,La20Cu9O40,La20Cu9O40,LiLa20Cu9O40,3.2901534633332443,6.705499322772962,46.34469549976065,22.062121820200186,152.4811604056621,mp-849992,mp-774722
104,mp-1078799_Li,Li1-3NbF6,NbF6,LiNbF6,Li3NbF6,0.36667845333333315,235.38999454171213,672.1180289146778,86.31243912869674,246.45119929988255,mp-1078799,mp-1110578
105,mp-752933_Li,Li0-1Cu6OF11,Cu6OF11,Cu6OF11,LiCu6OF11,3.6114933333333332,43.70765175478907,201.8003926182824,157.8498929280757,728.800772604976,mp-752933,mp-1235045
106,mp-771908_Li,Li0-1FePO4F,FePO4F,FePO4F,LiFePO4F,6.838748730833328,151.6300252783149,408.11864253097343,1036.9596429283013,2791.0208486381152,mp-772533,mp-771908
107,mp-18687_Li,Li0-1NbF5,NbF5,NbF5,LiNbF5,2.275217103333337,137.5567862331286,449.9345343627096,312.9715527171819,1023.698747962358,mp-18687,mp-761164
108,mp-25196_Li,Li0-1VCuO4,VCuO4,VCuO4,LiVCuO4,3.7300482533333272,144.53996036892266,571.7412425171092,539.1410267109683,2132.6224230095695,mp-25196,mp-1105144
109,mp-765750_Li,Li3-5Cr2Fe3O10,Cr2Fe3O10,Li3Cr2Fe3O10,Li5Cr2Fe3O10,3.483857388333324,114.97200777375397,476.0942793113783,400.54607873410913,1658.6445725221745,mp-1177772,mp-765750
110,mp-758640_Li,Li1-2Cr(Si2O5)2,Cr(Si2O5)2,LiCr(Si2O5)2,Li2Cr(Si2O5)2,2.4875112633333503,79.24412715307815,209.36989181986633,197.1206588463021,520.8099641048026,mp-780620,mp-758640
111,mp-25382_Li,Li0-2FePO4F,FePO4F,FePO4F,Li2FePO4F,4.009289222083333,291.80134028145517,912.5111150407031,1169.9159685799093,3658.5209785639354,mp-25382,mp-25393
112,mp-505131_Li,Li0.92-1VCuO4,VCuO4,Li11V12(CuO4)12,LiVCuO4,3.738647403333347,12.04499669741023,49.516977406289556,45.0319956259315,185.12651900094045,mp-774644,mp-505131
113,mp-773650_Li,Li0-2V3CuO8,V3CuO8,V3CuO8,Li2V3CuO8,3.4817523883333306,149.6254192022106,596.6820962521938,520.9586606626725,2077.499313701814,mp-775644,mp-773650
114,mp-851105_Li,Li0-2Cu2(SO4)3,Cu2(SO4)3,Cu2(SO4)3,Li2Cu2(SO4)3,4.8235295252083334,124.90152266750626,393.13226541392373,602.4661823301943,1896.2850895361,mp-851127,mp-851105
115,mp-771093_Li,Li0-3Cr10Fe5O24,Cr10Fe5O24,Cr10Fe5O24,Li3Cr10Fe5O24,4.857596636666665,66.78139871731291,292.9516371604224,324.39709780111474,1423.0408873764611,mp-771184,mp-771093
116,mp-18727_Li,Li0-1Cr(SiO3)2,Cr(SiO3)2,Cr(SiO3)2,LiCr(SiO3)2,4.483505285833336,126.95836017405546,417.44234957279014,569.2184789211101,1871.6049808402918,mp-25238,mp-18727
117,mp-754888_Li,Li2-3CrFe3O8,CrFe3O8,Li2CrFe3O8,Li3CrFe3O8,3.5093747333333356,72.76104812840391,308.7647887286709,255.3457838726715,1083.571348107403,mp-754888,mp-763933
118,mp-755458_Li,Li2-4Cr3FeO8,Cr3FeO8,Li2Cr3FeO8,Li4Cr3FeO8,3.7402917283333297,145.82169737066937,616.6862367267671,545.4156884870407,2306.586430206137,mp-756058,mp-759199
119,mp-756692_Li,Li2-3Cr(FeO3)2,Cr(FeO3)2,Li2Cr(FeO3)2,Li3Cr(FeO3)2,4.012742606666667,95.54707891775345,393.27779089571703,383.40583451581176,1578.122547782988,mp-782631,mp-756692
