,battery_formula,battery_id,charge_id,discharge_id
1473,Li0-1CoP2O7,mp-27043_Li,mp-27044,mp-27043
1474,Li0.2-1NiO2,mp-762165_Li,mp-1222991,mp-850062
1475,Li0-3Co3(PO4)4,mp-26190_Li,mp-26190,mp-31614
1476,Li0-3Co3(PO4)4,mp-26201_Li,mp-31554,mp-26201
1477,Li0-4Co5(P3O11)2,mp-26551_Li,mp-26552,mp-26551
1478,Li0-1CoP2O7,mp-26715_Li,mp-26716,mp-26715
1479,Li0-3Co3(PO4)4,mp-26135_Li,mp-585038,mp-26135
1480,Li0-1CoP2O7,mp-26647_Li,mp-689964,mp-26647
1481,Li2-3FeF6,mp-755087_Li,mp-777463,mp-755087
1482,Li0-1VS2,mp-754542_Li,mp-1013526,mp-754542
1483,Li0-0.5VS2,mp-1045389_Li,mp-1405126,mp-1045443
1484,Li0-1VS2,mp-7543_Li,mp-9561,mp-7543
1485,Li0-1TiS2,mp-9027_Li,mp-9027,mp-755414
1486,Li0-1Co3(P3O10)2,mp-26567_Li,mp-26568,mp-26567
1487,Li1-2Cu(PO3)4,mp-26261_Li,mp-26262,mp-26261
1488,Li0-1CuPO4,mp-25885_Li,mp-25886,mp-25885
1489,Li0-2CoP2O7,mp-26406_Li,mp-26780,mp-697726
1490,Li0-1Co6P7O24,mp-31557_Li,mp-705347,mp-31557
1491,Li1-2FeF4,mp-754579_Li,mp-777477,mp-754579
1492,Li0-1ScSn,mp-1009747_Li,mp-1009747,mp-1100438
1493,Li0-1TiS2,mp-2156_Li,mp-2156,mp-9615
1494,Li0-0.33TiS2,mp-19755_Li,mp-1101258,mp-19755
1495,Li1-2Cu(PO3)4,mp-672959_Li,mp-672966,mp-672959
1496,Li3-4Cu(PO4)2,mp-26223_Li,mp-26224,mp-26223
1497,Li0-1CoP2O7,mp-26197_Li,mp-26198,mp-26197
1498,Li1-2FeF6,mp-755193_Li,mp-1222351,mp-755193
1499,Li1-2ZnSb,mp-1100430_Li,mp-1100430,mp-1222606
1500,Li0-1VSe2,mp-694_Li,mp-694,mp-1206637
1501,Li0-1TiSe2,mp-2194_Li,mp-2194,mp-1206595
1502,Li0-7Mn3Fe(PO4)6,mp-774347_Li,mp-774347,mp-829746
1503,Li3-4Fe3TeO8,mp-756782_Li,mp-772334,mp-771362
1504,Li0-4Mn3Fe2Sn(PO4)6,mp-776652_Li,mp-776652,mp-1177412
1505,Li0-4Mn3Fe2Sb3O16,mp-756766_Li,mp-756766,mp-774490
1506,Li0-9Cr19O48,mp-850874_Li,mp-850874,mp-851096
1507,Li0-4Mn3Fe3(SbO8)2,mp-775013_Li,mp-775891,mp-775013
1508,Li0-2VNi(PO4)2,mp-752716_Li,mp-1101213,mp-752716
1509,Li0-3MnFeCo(PO4)3,mp-764383_Li,mp-764383,mp-1177589
1510,Li0-1MoO2,mp-19338_Li,mp-714883,mp-19338
1511,Li0-3MnFeCo(PO4)3,mp-760077_Li,mp-760077,mp-1177597
1512,Li2-4CrO4,mp-753141_Li,mp-758665,mp-756711
1513,Li0-3MnFeCo(PO4)3,mp-761176_Li,mp-761176,mp-764708
1514,Li0-2MnV4FeO12,mp-755976_Li,mp-1176412,mp-755976
1515,Li0-2Ti4Ni(PO5)4,mp-532743_Li,mp-766392,mp-532743
1516,Li0-2VPO4F,mp-776064_Li,mp-818175,mp-776064
1517,Li0.67-1FeBO3,mp-756664_Li,mp-759292,mp-1291335
1518,Li0-3MnFeCo(PO4)3,mp-764415_Li,mp-764415,mp-764707
1519,Li3-4Ni3SbO8,mp-754228_Li,mp-772016,mp-1306001
1520,Li0-4Mo3O8,mp-554485_Li,mp-1173004,mp-554485
1521,Li0-9Cr19O48,mp-780521_Li,mp-780521,mp-851274
1522,Li1-2NiSnO4,mp-755249_Li,mp-758463,mp-755249
1523,Li0-0.5Mo4O5,mp-29324_Li,mp-543061,mp-29324
1524,Li0.5-1.25CrO2,mp-771322_Li,mp-771523,mp-849547
1525,Li0-1MoO2,mp-35899_Li,mp-510536,mp-35899
1526,Li7.5-8.5CrO6,mp-754575_Li,mp-758530,mp-754575
1527,Li0-7V3Ni(PO4)6,mp-760800_Li,mp-774649,mp-760800
1528,Li0-1Mo(PO4)2,mp-26600_Li,mp-26600,mp-705333
1529,Li0-3MnFeCo(PO4)3,mp-1176492_Li,mp-1176492,mp-1177594
1530,Li0-1CrO2,mp-18793_Li,mp-714929,mp-18793
1531,Li0-2FePHO5,mp-705884_Li,mp-757067,mp-1638898
1532,Li0-1CrO2,mp-756362_Li,mp-1400837,mp-756362
1533,Li0-0.5MoO2,mp-25387_Li,mp-714969,mp-25576
1534,Li0-3MnFeCo(PO4)3,mp-759677_Li,mp-759677,mp-764931
1535,Li2-4Ni3TeO8,mp-756871_Li,mp-757998,mp-756871
1536,Li0-4Ti2Mn3Fe3O16,mp-755215_Li,mp-755215,mp-770495
1537,Li0-1Mo(PO3)4,mp-25987_Li,mp-25988,mp-25987
1538,Li0-2Fe2Ni(PO4)3,mp-774420_Li,mp-774420,mp-776880
1539,Li0-4Mo3O8,mp-25273_Li,mp-715479,mp-566257
1540,Li0-6Fe3Sb(PO4)6,mp-757289_Li,mp-775128,mp-757289
1541,Li0-2Ni(PS3)2,mp-557500_Li,mp-769218,mp-775433
1542,Li0-4Mn2Fe3Sn(PO4)6,mp-850538_Li,mp-850538,mp-1177457
1543,Li0-2Cr5O12,mp-772650_Li,mp-773920,mp-772650
1544,Li0-3MnFeCo(PO4)3,mp-1176526_Li,mp-1176526,mp-1177607
1545,Li0-4Ti3Ni3(TeO8)2,mp-763178_Li,mp-771243,mp-763178
1546,Li0-4Fe3Sb(PO4)4,mp-1177409_Li,mp-1178297,mp-1177409
1547,Li0-2Mo(PO3)5,mp-504210_Li,mp-504210,mp-540310
1548,Li0-4NbFe5(PO4)6,mp-759245_Li,mp-771326,mp-759245
1549,Li2-3Mo(PO4)2,mp-26347_Li,mp-26348,mp-26347
1550,Li0-4TiFe2Ni3(PO4)6,mp-776008_Li,mp-776008,mp-1177299
1551,Li1-2NiSnO4,mp-753935_Li,mp-756797,mp-758684
1552,Li0-1Mo(PO3)4,mp-26521_Li,mp-697769,mp-26521
1553,Li0-0.25TlNiO3,mp-18001_Li,mp-18001,mp-1232975
1554,Li0-1Mo(PO4)2,mp-25868_Li,mp-25868,mp-540038
1555,Li2-3Mo(PO3)8,mp-26319_Li,mp-687229,mp-26319
1556,Li1-2Mo(PO4)2,mp-26863_Li,mp-26864,mp-26863
1557,Li6-8CrO6,mp-753796_Li,mp-753796,mp-780493
1558,Li1-2Mo(PO4)2,mp-583981_Li,mp-1101509,mp-583981
1559,Li0-1Mo(PO3)4,mp-26131_Li,mp-695772,mp-26131
1560,Li0-2Ni(WO4)2,mp-25291_Li,mp-25292,mp-558765
1561,Li0-2Mo2P2O11,mp-1221593_Li,mp-1221593,mp-1223051
1562,Li1-2MnPO4F,mp-776063_Li,mp-1176649,mp-776063
1563,Li0-4Mn3NbFe2(PO4)6,mp-776208_Li,mp-776208,mp-1177427
1564,Li0-2Ni(SO4)2,mp-560212_Li,mp-849993,mp-560212
1565,Li1-3Mo2(PO4)3,mp-26535_Li,mp-32081,mp-26535
1566,Li1-2Mo(PO4)2,mp-25938_Li,mp-25938,mp-1101539
1567,Li0-3MnFeCo(PO4)3,mp-764969_Li,mp-1176500,mp-764969
1568,Li6-7Fe3Ni(PO4)6,mp-771187_Li,mp-771187,mp-775193
1569,Li0-3Mo3(PO4)4,mp-26637_Li,mp-26638,mp-26637
1570,Li0-4FeNi3(PO4)4,mp-755553_Li,mp-755553,mp-766022
1571,Li2-4V3CrO8,mp-754492_Li,mp-781740,mp-1177371
1572,Li4-1Ti2Fe3Ni3O16,mp-766008_Li,mp-766008,mp-774319
1573,Li1-3Mo(PO4)2,mp-26501_Li,mp-26832,mp-26501
1574,Li0-3MnFeCo(PO4)3,mp-764912_Li,mp-1176473,mp-764912
1575,Li0-3MnFeCo(PO4)3,mp-759992_Li,mp-759992,mp-1177596
1576,Li0-3MnVP2(O4F)2,mp-752825_Li,mp-777048,mp-752825
1577,Li0-1Mo2P3O11,mp-25827_Li,mp-32108,mp-25827
1578,Li0-1Mo2P3O13,mp-26193_Li,mp-26194,mp-26193
1579,Li0-1Mo2P2O11,mp-25266_Li,mp-25266,mp-26009
1580,Li3-5Mo2P5O18,mp-729641_Li,mp-821716,mp-729641
1581,Li0-1Mo2P3O13,mp-26237_Li,mp-32113,mp-26237
1582,Li0-1Mo2P3O13,mp-540536_Li,mp-540536,mp-705380
1583,Li0-1Mo2P2O9,mp-1012668_Li,mp-1040930,mp-1012668
1584,Li0-1Mo3P3O16,mp-17314_Li,mp-25359,mp-17314
1585,Li0-1Mo3P3O13,mp-1013898_Li,mp-1047920,mp-1013898
1586,Li0-1Mo2P3O13,mp-32080_Li,mp-585184,mp-32080
1587,Li0-2Ni2(SO4)3,mp-764857_Li,mp-778234,mp-764857
1588,Li0-1MoPO5,mp-26371_Li,mp-26372,mp-26371
1589,Li0-3Mo3(PO4)4,mp-26351_Li,mp-32120,mp-26351
1590,Li0-1MoP2O7,mp-26323_Li,mp-26324,mp-26323
1591,Li0-1MoP2O7,mp-26837_Li,mp-26838,mp-26837
1592,Li0-1Mo2PO8,mp-25922_Li,mp-25922,mp-32123
1593,Li0-1Mo(PO3)4,mp-705007_Li,mp-705035,mp-705007
1594,Li0-1MoP2O7,mp-26616_Li,mp-26616,mp-1101506
1595,Li0-1MoP2O7,mp-26293_Li,mp-26294,mp-26293
1596,Li0-2V3NiO8,mp-754650_Li,mp-755704,mp-754650
1597,Li0-0.5Mo2P2O11,mp-26051_Li,mp-504196,mp-585261
1598,Li0.12-0.88FeBO3,mp-758915_Li,mp-849747,mp-1176890
1599,Li0-1MoP2O7,mp-26443_Li,mp-540270,mp-26443
1600,Li3-4MoP2O9,mp-25974_Li,mp-25974,mp-504158
1601,Li0-3Mo3(PO4)4,mp-26561_Li,mp-26562,mp-26561
1602,Li0-3Mo4P5O24,mp-705470_Li,mp-705562,mp-705470
1603,Li0-2FeSn(PO4)2,mp-772178_Li,mp-1178211,mp-772178
1604,Li0-8NbFe7(PO4)12,mp-776163_Li,mp-1101729,mp-776163
1605,Li0-3MnFeCo(PO4)3,mp-759846_Li,mp-764410,mp-759846
1606,Li0-2FeNi(PO4)2,mp-754558_Li,mp-754558,mp-756268
1607,Li1-4V3CrO8,mp-769589_Li,mp-769589,mp-769614
1608,Li0-3V3CrO8,mp-753269_Li,mp-755402,mp-753269
1609,Li2-5V3CrO8,mp-760963_Li,mp-777666,mp-764013
1610,Li4-5Mn3Cr2O10,mp-752479_Li,mp-754963,mp-752479
1611,Li0-5VCr3O8,mp-760232_Li,mp-1246941,mp-760232
1612,Li0-4Fe3Ni(PO4)4,mp-771063_Li,mp-775017,mp-771063
1613,Li0-2Fe2(MoO4)3,mp-21778_Li,mp-21925,mp-21778
1614,Li0-1CuS2,mp-766486_Li,mp-849086,mp-766486
1615,Li1-2VCrO4,mp-769617_Li,mp-776068,mp-769617
1616,Li3-5V3Cr2O10,mp-756826_Li,mp-849418,mp-756826
1617,Li4-1V3Cr5O16,mp-761047_Li,mp-775818,mp-761047
1618,Li0-2V3CrO8,mp-850187_Li,mp-1246656,mp-1302892
1619,Li1-3V2CrO6,mp-757208_Li,mp-780611,mp-757208
1620,Li0-4Fe5P6WO24,mp-774930_Li,mp-780405,mp-774930
1621,Li0-1MoP2O7,mp-26627_Li,mp-26628,mp-26627
1622,Li1.5-2VNiO4,mp-753337_Li,mp-1177514,mp-753337
1623,Li0-1Mo(PO4)2,mp-25983_Li,mp-704210,mp-25983
1624,Li2-2.75Ti3NiO8,mp-760001_Li,mp-775326,mp-760001
1625,Li1-2Co(SiO3)2,mp-753142_Li,mp-755994,mp-753142
1626,Li3-4TiNi3O8,mp-1303223_Li,mp-1303223,mp-1306771
1627,Li1-6Ti3V(PO4)6,mp-757374_Li,mp-757374,mp-758994
1628,Li0-3Mo2(PO4)3,mp-26013_Li,mp-32077,mp-27003
1629,Li0-1Co(SiO3)2,mp-753876_Li,mp-1341839,mp-753876
1630,Li0-1MoP2O7,mp-26239_Li,mp-26240,mp-26239
1631,Li0-1MoP4O13,mp-26401_Li,mp-26402,mp-26401
1632,Li3-4TiNi3O8,mp-756601_Li,mp-1306670,mp-1277563
1633,Li1.12-2.75VF6,mp-760823_Li,mp-1176824,mp-760823
1634,Li5-8La4TiNb7O28,mp-781824_Li,mp-781824,mp-782001
1635,Li0-1VF5,mp-753449_Li,mp-753449,mp-759186
1636,Li0-1La4Ni3WO12,mp-1223132_Li,mp-1223132,mp-1235780
1637,Li0-1La3Ti4O12,mp-752433_Li,mp-754804,mp-752433
1638,Li2.25-7La3(SnO6)2,mp-1200057_Li,mp-1223174,mp-1200057
1639,Li1-2VF6,mp-753212_Li,mp-753212,mp-759839
1640,Li0-4Mn3Nb(PO4)4,mp-775197_Li,mp-775197,mp-861478
1641,Li0-1VF5,mp-752907_Li,mp-752907,mp-765480
1642,Li3-4TiFe3O8,mp-755163_Li,mp-755163,mp-769962
1643,Li0-1VF5,mp-752912_Li,mp-752912,mp-765781
1644,Li5-6La3(SbO6)2,mp-775628_Li,mp-775628,mp-1212139
1645,Li0-1VF5,mp-759086_Li,mp-760312,mp-759086
1646,Li0-2MnV4NiO12,mp-850419_Li,mp-850419,mp-862462
1647,Li0-1.5VF4,mp-752901_Li,mp-863400,mp-752901
1648,Li1-2TiFe2O5,mp-753225_Li,mp-753225,mp-756002
1649,Li0-1VF5,mp-753782_Li,mp-765600,mp-753782
1650,Li0-4TiMn2Ni3(PO4)6,mp-776680_Li,mp-776680,mp-776756
1651,Li1-2VF6,mp-753573_Li,mp-753573,mp-753861
1652,Li0-2VF4,mp-759217_Li,mp-765724,mp-759217
1653,Li0-1MnH8(SO6)2,mp-778207_Li,mp-778207,mp-831237
1654,Li0-3VF5,mp-759184_Li,mp-1101210,mp-759184
1655,Li0-8Mn7Nb(PO4)12,mp-776750_Li,mp-776750,mp-780717
1656,Li1-2VF6,mp-753567_Li,mp-753567,mp-767692
1657,Li0-1TiFe5O8,mp-1216930_Li,mp-1216930,mp-1235025
1658,Li1-3Mn2F9,mp-753244_Li,mp-753244,mp-754135
1659,Li0-1Mn2F5,mp-753032_Li,mp-753169,mp-753032
1660,Li5-6La3Nb2O12,mp-554747_Li,mp-774721,mp-778808
1661,Li0-2Mn2F7,mp-759249_Li,mp-760309,mp-759249
1662,Li0-2Mn7F18,mp-753607_Li,mp-753607,mp-753981
1663,Li1-2MnH4(SO5)2,mp-771333_Li,mp-1176828,mp-772273
1664,Li0-1MnF4,mp-752973_Li,mp-1385977,mp-1176637
1665,Li1-3MnF6,mp-752752_Li,mp-752752,mp-1111072
1666,Li0-4Mn3Sb(PO4)4,mp-753896_Li,mp-756463,mp-753896
1667,Li1-2MnF4,mp-760139_Li,mp-1176622,mp-760139
1668,Li0-2MnF4,mp-753115_Li,mp-759343,mp-764280
1669,Li0-8Mn7Ni(PO4)12,mp-776162_Li,mp-776812,mp-776162
1670,Li0-2Mn2F7,mp-753253_Li,mp-757058,mp-765055
1671,Li0-0.5Zn(FeO2)2,mp-34296_Li,mp-34296,mp-1235023
1672,Li0-7Ti12Fe5O32,mp-772995_Li,mp-773026,mp-772995
1673,Li0-2Mn2F7,mp-759527_Li,mp-759987,mp-759600
1674,Li0-0.6MnF3,mp-759525_Li,mp-759525,mp-759954
1675,Li0-3VFe(P2O7)2,mp-752490_Li,mp-767722,mp-1177512
1676,Li0-2TiFeO4,mp-754900_Li,mp-754900,mp-1285010
1677,Li0-4Mn5P6WO24,mp-771110_Li,mp-771764,mp-771110
1678,Li0-1MnF3,mp-764783_Li,mp-1176437,mp-765457
1679,Li0-1MnF3,mp-754676_Li,mp-765633,mp-754676
1680,Li0-4MnH6(S2O9)2,mp-777769_Li,mp-779879,mp-777769
1681,Li0-0.5MnF3,mp-758601_Li,mp-758601,mp-763784
1682,Li0-4Mn3Ni(PO4)4,mp-756391_Li,mp-756391,mp-757417
1683,Li1-3MnF5,mp-556229_Li,mp-753247,mp-761161
1684,Li3-4VF6,mp-767671_Li,mp-767671,mp-859116
1685,Li1.33-2TiFeO4,mp-753168_Li,mp-753168,mp-1285981
1686,Li5-6VF8,mp-753236_Li,mp-753236,mp-765804
1687,Li0-2Mn2Ni(PO4)3,mp-759483_Li,mp-759483,mp-774573
1688,Li3-5VF8,mp-753340_Li,mp-753533,mp-765894
1689,Li4-6TiFe5O12,mp-755645_Li,mp-755645,mp-867832
1690,Li0-1Mn2F5,mp-753215_Li,mp-753215,mp-760293
1691,Li0-1.33MnNi(PO4)2,mp-771700_Li,mp-771700,mp-775926
1692,Li1-2Mn2F7,mp-759477_Li,mp-760180,mp-759477
1693,Li0-4MnNi3(PO4)4,mp-757099_Li,mp-775024,mp-757099
1694,Li1-3Mn2F9,mp-756827_Li,mp-756827,mp-761147
1695,Li0-2Mn7F16,mp-753570_Li,mp-867575,mp-753570
1696,Li0-2MnH4(SO5)2,mp-771252_Li,mp-772662,mp-772240
1697,Li0-1MnF3,mp-541384_Li,mp-556560,mp-752938
1698,Li0-4Mn5Ni(PO4)6,mp-772291_Li,mp-772291,mp-867956
1699,Li2-4VF7,mp-753113_Li,mp-757151,mp-753113
1700,Li6-7MnNi3(PO4)6,mp-766375_Li,mp-766375,mp-780131
1701,Li0-1Mn2F7,mp-753435_Li,mp-753435,mp-753503
1702,Li0-2Mn3F8,mp-752616_Li,mp-752616,mp-763793
1703,Li0-1La3MnO7,mp-1178128_Li,mp-1178204,mp-1222623
1704,Li0-2Mn3F10,mp-753434_Li,mp-753434,mp-757143
1705,Li0-2MnNi(PO4)2,mp-775200_Li,mp-775200,mp-778744
1706,Li0-0.5MnF3,mp-757174_Li,mp-766789,mp-757174
1707,Li1-2MnF4,mp-755191_Li,mp-755191,mp-778554
1708,Li0-0.5MnF3,mp-757118_Li,mp-757186,mp-767304
1709,Li3-4MnF7,mp-759476_Li,mp-759724,mp-759476
1710,Li0-1Fe5O8,mp-33551_Li,mp-1225001,mp-33551
1711,Li1-2Fe3O4,mp-1176726_Li,mp-1176726,mp-1222957
1712,Li2-3MnF6,mp-752557_Li,mp-752557,mp-757600
1713,Li0-1FeO2,mp-18782_Li,mp-25332,mp-18782
1714,Li4-6MnF8,mp-756629_Li,mp-765258,mp-759844
1715,Li0-1La6Mn3O14,mp-771258_Li,mp-772266,mp-771258
1716,Li3-4MnF7,mp-753997_Li,mp-764645,mp-753997
1717,Li3-5Fe5O12,mp-758559_Li,mp-758559,mp-759022
1718,Li2.75-3FeO3,mp-771894_Li,mp-849463,mp-771894
1719,Li0-1Cr(PO3)4,mp-26355_Li,mp-26356,mp-26355
1720,Li2-3MnF5,mp-759158_Li,mp-767572,mp-759158
1721,Li1-2MnF4,mp-753485_Li,mp-753485,mp-763349
1722,Li0-2MnF4,mp-558059_Li,mp-753574,mp-1177921
1723,Li0-1Fe5O8,mp-757153_Li,mp-1225007,mp-757153
1724,Li0.33-0.67FeO2,mp-752527_Li,mp-752527,mp-752883
1725,Li0-1MnF4,mp-541103_Li,mp-541103,mp-1176639
1726,Li0-4Mn5Sn(PO4)6,mp-774344_Li,mp-774344,mp-850367
1727,Li0-6Mn3Sn(PO4)6,mp-776373_Li,mp-778517,mp-776373
1728,Li0-1La4MnO8,mp-769598_Li,mp-769598,mp-770950
1729,Li0-1.33MnNi(PO4)2,mp-771186_Li,mp-773507,mp-771186
1730,Li1-2TiFeO4,mp-752855_Li,mp-755965,mp-1304342
1731,Li0-4Mn3Sn(PO4)4,mp-756099_Li,mp-756099,mp-757170
1732,Li0-4Mn5Sb(PO4)6,mp-772211_Li,mp-772211,mp-1177350
1733,Li0-1La4MnO8,mp-754290_Li,mp-756496,mp-754290
1734,Li0-0.5MnSO5,mp-1104701_Li,mp-1104701,mp-1235338
1735,Li0-6Mn3P6WO24,mp-769612_Li,mp-1176455,mp-769612
1736,Li0-4TiMn3(PO4)4,mp-756813_Li,mp-771949,mp-756813
1737,Li0-8Mn7Sb(PO4)12,mp-776832_Li,mp-776832,mp-1176842
1738,Li0-1Mn2(SO4)3,mp-768608_Li,mp-778822,mp-768608
1739,Li0-2MnSn(PO4)2,mp-775753_Li,mp-775753,mp-860889
1740,Li1-2MnNbO4,mp-754724_Li,mp-769557,mp-754724
1741,Li0-1Mn(SO4)2,mp-771239_Li,mp-771239,mp-773112
1742,Li0-3Mn(SbO3)4,mp-757065_Li,mp-757065,mp-757166
1743,Li6-8Fe7O15,mp-756644_Li,mp-758888,mp-756644
1744,Li0-0.12FeO2,mp-1205429_Li,mp-1205429,mp-1235270
1745,Li0-3MnNb4O12,mp-775807_Li,mp-775807,mp-780417
1746,Li3-6Fe3O8,mp-757201_Li,mp-1273581,mp-1177119
1747,Li7-12Fe5O16,mp-760142_Li,mp-1176883,mp-760142
1748,Li0-1Fe3O4,mp-612405_Li,mp-1181340,mp-1101736
1749,Li0.75-1FeO2,mp-756527_Li,mp-758469,mp-756527
1750,Li0-1Cr(PO3)4,mp-26907_Li,mp-26908,mp-26907
1751,Li2-3Cr(PO4)2,mp-31723_Li,mp-697774,mp-31723
1752,Li2-3MnF6,mp-756079_Li,mp-756079,mp-777812
1753,Li6-7Fe5O12,mp-756862_Li,mp-780188,mp-756862
1754,Li0-2Mn3TeO8,mp-755971_Li,mp-756833,mp-1303020
1755,Li0-4Ti3Mn3(SnO8)2,mp-776644_Li,mp-776644,mp-1177280
1756,Li0-1Mn(SO4)2,mp-773014_Li,mp-773014,mp-774465
1757,Li8-9TiMn3(PO4)6,mp-768492_Li,mp-768492,mp-768514
1758,Li5-9Fe5O12,mp-764889_Li,mp-771687,mp-764889
1759,Li1-2FeO3,mp-752790_Li,mp-752790,mp-849695
1760,Li3-5Fe7O12,mp-752897_Li,mp-752897,mp-756856
1761,Li0-1Fe23O32,mp-773010_Li,mp-776135,mp-773010
1762,Li0-4Ti3Mn3(SbO8)2,mp-758701_Li,mp-763292,mp-758701
1763,Li0-8Mn7Sn(PO4)12,mp-778765_Li,mp-778765,mp-1176895
1764,Li0-6Mn3Sb(PO4)6,mp-775275_Li,mp-775275,mp-1177012
1765,Li0-2Mn3(SeO3)4,mp-773051_Li,mp-773071,mp-773051
1766,Li0-1Ti4Mn(PO4)6,mp-19383_Li,mp-19383,mp-704600
1767,Li0-3Mn3TeO8,mp-756611_Li,mp-772541,mp-1290858
1768,Li0-0.5Sm2TiMnO6,mp-18794_Li,mp-18794,mp-1232994
1769,Li0-1TiTe2,mp-1907_Li,mp-1907,mp-10189
1770,Li2-3CuP2O7,mp-6412_Li,mp-6412,mp-781753
1771,Li1-2CuPO4,mp-27047_Li,mp-27048,mp-27047
1772,Li0-1CuPO4,mp-504264_Li,mp-504265,mp-504264
1773,Li0-0.25Fe2O3,mp-510080_Li,mp-510080,mp-1236363
1774,Li0-1FeO2,mp-25386_Li,mp-1395285,mp-755709
1775,Li2-4MnF6,mp-17754_Li,mp-752936,mp-831158
1776,Li1-2FeO3,mp-755242_Li,mp-756941,mp-759394
1777,Li2-3Cr(PO4)2,mp-26481_Li,mp-540287,mp-26481
1778,Li0.67-1FeO2,mp-753191_Li,mp-1178060,mp-754977
1779,Li0.4-1FeO2,mp-752476_Li,mp-762529,mp-756497
1780,Li0-1Fe5O8,mp-21735_Li,mp-510746,mp-21735
1781,Li0-1.25FeO2,mp-19419_Li,mp-25236,mp-754802
1782,Li0.5-1.25FeO2,mp-771057_Li,mp-1178106,mp-780312
1783,Li0-0.12FeO2,mp-796324_Li,mp-796324,mp-1236025
1784,Li4-5MnF8,mp-756952_Li,mp-756952,mp-1177082
1785,Li0-0.5FeO2,mp-754803_Li,mp-1443203,mp-754803
1786,Li1-3MnF5,mp-759420_Li,mp-767597,mp-759420
1787,Li0-2FeO2,mp-754868_Li,mp-1062652,mp-1177943
1788,Li0.33-0.67FeO2,mp-753154_Li,mp-753154,mp-762575
1789,Li3-5Fe3O8,mp-756955_Li,mp-1177704,mp-1177185
1790,Li2-3MnF6,mp-760028_Li,mp-760229,mp-760028
1791,Li0-1Cr(PO3)3,mp-759495_Li,mp-759495,mp-780193
1792,Li0-1Cr(PO3)3,mp-26910_Li,mp-584637,mp-540456
1793,Li4.5-5FeO4,mp-759144_Li,mp-780203,mp-770834
1794,Li0-1Cr(PO3)4,mp-759084_Li,mp-759084,mp-759423
1795,Li0-1Cr(PO3)3,mp-26111_Li,mp-26112,mp-26111
1796,Li0-1Cr(PO3)3,mp-26063_Li,mp-31690,mp-26063
1797,Li0-1Cr(PO3)4,mp-26669_Li,mp-31745,mp-26669
1798,Li0-0.5Ga2WO6,mp-770737_Li,mp-770737,mp-1236043
1799,Li1-2FeSnO4,mp-756311_Li,mp-756311,mp-1177968
1800,Li0-0.5Y(FeO2)2,mp-1235592_Li,mp-1408959,mp-1235662
1801,Li0-1Fe2(SO4)3,mp-540767_Li,mp-540767,mp-768683
1802,Li0-2Fe3TeO8,mp-775742_Li,mp-1178313,mp-775742
1803,Li0-1Fe(SO4)2,mp-771312_Li,mp-771312,mp-771819
1804,Li0-4V3Fe3(TeO8)2,mp-767773_Li,mp-774673,mp-767773
1805,Li2-4VGa3O8,mp-755571_Li,mp-755571,mp-771646
1806,Li0-1Fe(WO4)2,mp-16933_Li,mp-25197,mp-16933
1807,Li0-2Fe(PS3)2,mp-753614_Li,mp-753614,mp-867714
1808,Li0-1Fe(SO4)2,mp-772225_Li,mp-772225,mp-849740
1809,Li0-4VFe3(PO4)4,mp-1216366_Li,mp-1216366,mp-1222547
1810,Li0-3Mn4FeO8,mp-756377_Li,mp-757061,mp-756377
1811,Li0-1CuPO4,mp-25449_Li,mp-753519,mp-25449
1812,Li1-2CuPO4,mp-27063_Li,mp-27064,mp-27063
1813,Li0-1Cu2P3O10,mp-26531_Li,mp-26532,mp-26531
1814,Li0-1Cu4(PO4)3,mp-673145_Li,mp-673151,mp-673145
1815,Li0-4MnFe3(PO4)4,mp-756609_Li,mp-756609,mp-764613
1816,Li0-3Mn2FeO6,mp-754962_Li,mp-754962,mp-777446
1817,Li0-2Mn3FeO8,mp-756562_Li,mp-756562,mp-756879
1818,Li6-1FeNi9O20,mp-758623_Li,mp-758623,mp-769545
1819,Li2-4V2SiGeO10,mp-756174_Li,mp-756174,mp-772830
1820,Li0-2Fe2(SO4)3,mp-540894_Li,mp-540894,mp-777573
1821,Li0-6Cu9(PO4)8,mp-26303_Li,mp-26304,mp-26303
1822,Li1-2CuPO4,mp-26695_Li,mp-504304,mp-26695
1823,Li1-2Cu(PO3)4,mp-757306_Li,mp-757306,mp-761911
1824,Li0-3YSb2,mp-530670_Li,mp-1018112,mp-1206280
1825,Li0-2Cu3(P2O7)2,mp-26823_Li,mp-673105,mp-26823
1826,Li0-1Cu4(PO4)3,mp-26741_Li,mp-26742,mp-26741
1827,Li0-1Cu4(PO4)3,mp-504260_Li,mp-1101571,mp-504260
1828,Li0-1CuPO4,mp-26513_Li,mp-673047,mp-26513
1829,Li1-2V2F7,mp-753073_Li,mp-767641,mp-753073
1830,Li0-2.5Cu3(P2O7)2,mp-772084_Li,mp-772942,mp-772084
1831,Li1-2V2F7,mp-753952_Li,mp-767706,mp-766139
1832,Li0-1VF3,mp-752911_Li,mp-759097,mp-752911
1833,Li0-1VF4,mp-765497_Li,mp-850937,mp-765497
1834,Li0-0.25VGeO4,mp-756717_Li,mp-756717,mp-1235198
1835,Li7-1Sc9Fe(SiO3)20,mp-760050_Li,mp-760050,mp-1178101
1836,Li0-2Mn2FeO6,mp-753787_Li,mp-753787,mp-1573004
1837,Li0-1V(GeO3)2,mp-559680_Li,mp-775220,mp-559680
